pid,sub_cnt,user_cnt,avg_cnt,ac_rate,ac_user_rate
P282984,202,120,1.6833333333333333,0.594059405940594,0.9833333333333333
P283000,292,175,1.6685714285714286,0.5958904109589042,0.9314285714285714
P283002,1110,146,7.602739726027397,0.08558558558558559,0.4794520547945205
P283018,1227,471,2.605095541401274,0.3439282803585982,0.8174097664543525
P283023,916,626,1.463258785942492,0.62882096069869,0.8706070287539937
P283037,335,226,1.4823008849557522,0.6746268656716418,0.9823008849557522
P283042,2057,745,2.7610738255033556,0.2897423432182791,0.72751677852349
P283073,9,3,3.0,0.1111111111111111,0.3333333333333333
P283090,273,236,1.1567796610169492,0.8241758241758241,0.9533898305084746
P283096,67,23,2.9130434782608696,0.2537313432835821,0.4782608695652174
P283111,522,362,1.441988950276243,0.6877394636015326,0.9723756906077348
P283123,230,79,2.911392405063291,0.27391304347826084,0.6455696202531646
P283140,3087,892,3.460762331838565,0.2491091674765144,0.7724215246636771
P283158,742,296,2.5067567567567566,0.3288409703504043,0.6655405405405406
P283175,167,56,2.982142857142857,0.40119760479041916,0.875
P283189,469,135,3.474074074074074,0.21748400852878466,0.6592592592592592
P283205,2878,1691,1.7019515079834417,0.5055594162612925,0.8379657007687759
P283214,588,307,1.9153094462540716,0.48639455782312924,0.9120521172638436
P283232,293,263,1.1140684410646389,0.9078498293515358,1.0
P283236,338,75,4.506666666666667,0.15384615384615385,0.6266666666666667
P283249,815,393,2.073791348600509,0.3595092024539877,0.72264631043257
P283259,903,440,2.0522727272727272,0.44518272425249167,0.8545454545454545
P283276,77,13,5.923076923076923,0.1038961038961039,0.23076923076923078
P283310,2091,1527,1.3693516699410608,0.6915351506456241,0.9292730844793713
P283327,11,6,1.8333333333333333,0.6363636363636364,1.0
P283329,330,159,2.0754716981132075,0.703030303030303,1.0
P283368,295,77,3.831168831168831,0.21694915254237288,0.7142857142857143
P283395,58,21,2.761904761904762,0.2413793103448276,0.6666666666666666
P283410,3402,1856,1.8329741379310345,0.56114050558495,0.9714439655172413
P283427,3273,974,3.3603696098562628,0.21570424686831652,0.6878850102669405
P283429,1796,935,1.920855614973262,0.5005567928730512,0.9240641711229947
P283433,3017,1466,2.057980900409277,0.42956579383493537,0.8219645293315143
P283440,1513,1248,1.2123397435897436,0.8169200264375414,0.9767628205128205
P283454,1920,655,2.931297709923664,0.27291666666666664,0.716030534351145
P283463,8,4,2.0,0.25,0.5
P283484,2148,710,3.0253521126760563,0.21834264432029796,0.6140845070422535
P283494,614,291,2.1099656357388317,0.4234527687296417,0.8178694158075601
P283496,766,402,1.9054726368159205,0.5221932114882507,0.8706467661691543
P283521,1268,821,1.5444579780755177,0.6553627760252366,0.9658952496954933
P283523,2472,1174,2.1056218057921634,0.4393203883495146,0.854344122657581
P283547,3619,1569,2.3065646908859145,0.3550704614534402,0.7718291905672403
P283563,126,86,1.4651162790697674,0.6587301587301587,0.9186046511627907
P283564,844,356,2.3707865168539324,0.35545023696682465,0.7921348314606742
P283583,123,33,3.727272727272727,0.24390243902439024,0.696969696969697
P283600,396,262,1.5114503816793894,0.6565656565656566,0.9923664122137404
P283603,26,5,5.2,0.15384615384615385,0.6
P283611,694,294,2.360544217687075,0.4020172910662824,0.8741496598639455
P283615,2254,687,3.2809315866084425,0.2515527950310559,0.7612809315866085
P283630,2197,693,3.1702741702741704,0.1579426490669094,0.3823953823953824
P283634,1565,810,1.9320987654320987,0.4306709265175719,0.8185185185185185
P283660,1198,515,2.32621359223301,0.3814691151919866,0.7941747572815534
P283676,1053,586,1.7969283276450512,0.21082621082621084,0.36689419795221845
P283688,1206,676,1.7840236686390532,0.5447761194029851,0.9142011834319527
P283702,9,5,1.8,0.6666666666666666,1.0
P283714,399,163,2.4478527607361964,0.3634085213032581,0.7607361963190185
P283728,558,223,2.502242152466368,0.3655913978494624,0.8654708520179372
P283746,60,33,1.8181818181818181,0.4666666666666667,0.8484848484848485
P283757,315,263,1.1977186311787071,0.8412698412698413,0.9961977186311787
P283763,562,168,3.3452380952380953,0.1903914590747331,0.47619047619047616
P283779,396,145,2.731034482758621,0.25,0.5241379310344828
P283793,432,178,2.4269662921348316,0.4583333333333333,0.9157303370786517
P283841,985,155,6.354838709677419,0.14720812182741116,0.6064516129032258
P283844,13,7,1.8571428571428572,0.6923076923076923,1.0
P283852,212,126,1.6825396825396826,0.5424528301886793,0.8809523809523809
P283870,88,44,2.0,0.4318181818181818,0.8636363636363636
P283880,1066,742,1.4366576819407009,0.6754221388367729,0.9097035040431267
P283895,34,1,34.0,0.11764705882352941,1.0
P283908,2545,1236,2.059061488673139,0.42357563850687624,0.8236245954692557
P283922,1133,887,1.2773393461104847,0.7802294792586054,0.9808342728297632
P283941,13,6,2.1666666666666665,0.6153846153846154,0.5
P283956,499,51,9.784313725490197,0.02404809619238477,0.23529411764705882
P283968,11,5,2.2,0.5454545454545454,1.0
P283986,1341,950,1.411578947368421,0.6875466070096943,0.9621052631578947
P283989,335,264,1.268939393939394,0.8,1.0
P284006,980,418,2.3444976076555024,0.2857142857142857,0.6291866028708134
P284025,976,563,1.733570159857904,0.5399590163934426,0.8898756660746003
P284041,769,271,2.837638376383764,0.20156046814044212,0.4944649446494465
P284054,3546,1653,2.14519056261343,0.40073322053017485,0.8300060496067756
P284071,2717,1708,1.5907494145199064,0.5933014354066986,0.9162763466042154
P284087,1727,868,1.98963133640553,0.45338737695425596,0.8732718894009217
P284100,991,660,1.5015151515151515,0.6266397578203835,0.9378787878787879
P284122,32,9,3.5555555555555554,0.5,0.6666666666666666
P284138,2270,970,2.3402061855670104,0.37577092511013216,0.8608247422680413
P284152,150,53,2.830188679245283,0.04,0.11320754716981132
P284153,13,8,1.625,0.23076923076923078,0.375
P284154,475,104,4.5673076923076925,0.18526315789473685,0.6346153846153846
P284161,5316,1967,2.7025927808845958,0.24510910458991722,0.6426029486527707
P284174,1551,748,2.073529411764706,0.4274661508704062,0.8382352941176471
P284179,4641,1733,2.67801500288517,0.22581340228399052,0.5868436237738026
P284195,577,468,1.232905982905983,0.7989601386481803,0.9807692307692307
P284212,23,14,1.6428571428571428,0.0,0.0
P284213,776,427,1.8173302107728337,0.5438144329896907,0.9086651053864169
P284227,306,148,2.0675675675675675,0.3758169934640523,0.722972972972973
P284232,734,184,3.989130434782609,0.28746594005449594,0.7880434782608695
P284247,19,5,3.8,0.2631578947368421,0.6
P284253,530,310,1.7096774193548387,0.5320754716981132,0.864516129032258
P284263,741,369,2.008130081300813,0.4669365721997301,0.8292682926829268
P284270,603,269,2.241635687732342,0.47429519071310117,0.9814126394052045
P284286,15,12,1.25,0.8,1.0
P284295,3304,1716,1.9254079254079255,0.4234261501210654,0.7954545454545454
P284329,218,167,1.3053892215568863,0.7522935779816514,0.9820359281437125
P284344,181,92,1.9673913043478262,0.580110497237569,0.9239130434782609
P284357,1430,986,1.4503042596348885,0.6909090909090909,0.9797160243407708
P284360,2277,891,2.5555555555555554,0.2885375494071146,0.6902356902356902
P284376,347,255,1.3607843137254902,0.7867435158501441,0.9725490196078431
P284395,36,8,4.5,0.4722222222222222,0.75
P284397,702,316,2.221518987341772,0.42592592592592593,0.9113924050632911
P284404,786,287,2.7386759581881535,0.3473282442748092,0.7386759581881533
P284423,13,4,3.25,0.5384615384615384,1.0
P284442,3232,1540,2.0987012987012985,0.42667079207920794,0.8746753246753247
P284455,196,68,2.8823529411764706,0.3469387755102041,0.75
P284476,7318,2548,2.8720565149136577,0.29789559989068054,0.8088697017268446
P284489,474,136,3.485294117647059,0.2510548523206751,0.6764705882352942
P284506,27,6,4.5,0.14814814814814814,0.5
P284521,1082,320,3.38125,0.2134935304990758,0.6625
P284534,420,176,2.3863636363636362,0.38333333333333336,0.8238636363636364
P284538,35,11,3.1818181818181817,0.2571428571428571,0.7272727272727273
P284541,2790,1482,1.8825910931174088,0.521505376344086,0.9075573549257759
P284555,928,459,2.0217864923747277,0.3771551724137931,0.673202614379085
P284573,3417,1209,2.826302729528536,0.22885572139303484,0.5880893300248139
P284590,1528,466,3.278969957081545,0.19175392670157068,0.5643776824034334
P284592,96,19,5.052631578947368,0.34375,0.8947368421052632
P284609,818,320,2.55625,0.3202933985330073,0.66875
P284615,693,196,3.5357142857142856,0.26406926406926406,0.9030612244897959
P284627,1104,334,3.305389221556886,0.31068840579710144,0.6287425149700598
P284646,460,154,2.987012987012987,0.26304347826086955,0.7077922077922078
P284664,1963,1151,1.7054735013032145,0.5710646968925115,0.9348392701998263
P284678,28,15,1.8666666666666667,0.17857142857142858,0.26666666666666666
P284693,3028,996,3.040160642570281,0.22060766182298547,0.6174698795180723
P284705,1972,898,2.1959910913140313,0.3859026369168357,0.8151447661469933
P284713,1191,278,4.284172661870503,0.1998320738874895,0.6690647482014388
P284730,502,220,2.2818181818181817,0.23107569721115537,0.40454545454545454
P284743,494,231,2.1385281385281387,0.22064777327935223,0.4155844155844156
P284760,1803,1313,1.3731911652703732,0.7049362174154188,0.955064737242955
P284793,354,129,2.744186046511628,0.307909604519774,0.7751937984496124
P284803,129,102,1.2647058823529411,0.7829457364341085,0.9509803921568627
P284804,652,456,1.4298245614035088,0.651840490797546,0.9320175438596491
P284806,1197,414,2.891304347826087,0.2322472848788638,0.5555555555555556
P284808,2285,838,2.7267303102625298,0.3321663019693654,0.8520286396181385
P284811,451,251,1.796812749003984,0.549889135254989,0.9163346613545816
P284819,705,320,2.203125,0.4397163120567376,0.909375
P284838,1836,1051,1.746907706945766,0.5343137254901961,0.8943862987630827
P284852,66,19,3.473684210526316,0.22727272727272727,0.631578947368421
P284863,263,153,1.7189542483660132,0.5931558935361216,0.9477124183006536
P284897,516,211,2.4454976303317535,0.3643410852713178,0.7677725118483413
P284907,807,245,3.293877551020408,0.2379182156133829,0.689795918367347
P284912,1117,233,4.793991416309013,0.1611459265890779,0.5150214592274678
P284921,623,247,2.522267206477733,0.3723916532905297,0.805668016194332
P284927,1410,852,1.6549295774647887,0.4900709219858156,0.7816901408450704
P284937,405,180,2.25,0.4246913580246914,0.8222222222222222
P284954,75,20,3.75,0.25333333333333335,0.65
P284966,1711,627,2.7288676236044656,0.3676212741087084,0.84688995215311
P284974,52,30,1.7333333333333334,0.5769230769230769,0.9666666666666667
P284985,113,45,2.511111111111111,0.36283185840707965,0.8222222222222222
P284989,2555,904,2.8263274336283186,0.2837573385518591,0.7488938053097345
P284998,38,34,1.1176470588235294,0.8157894736842105,0.8823529411764706
P285006,27,3,9.0,0.07407407407407407,0.3333333333333333
P285007,2953,1157,2.5522904062229905,0.2929224517439892,0.6793431287813311
P285016,1909,648,2.9459876543209877,0.33158721843897326,0.9475308641975309
P285031,343,109,3.146788990825688,0.2303206997084548,0.6605504587155964
P285050,68,35,1.9428571428571428,0.45588235294117646,0.7714285714285715
P285075,4385,1556,2.8181233933161955,0.24492588369441276,0.6555269922879178
P285089,2585,1576,1.640228426395939,0.5690522243713733,0.9105329949238579
P285093,343,212,1.6179245283018868,0.6005830903790087,0.9575471698113207
P285110,2995,2025,1.4790123456790123,0.6584307178631051,0.9506172839506173
P285125,1461,728,2.006868131868132,0.47638603696098564,0.875
P285127,140,43,3.255813953488372,0.3,0.6744186046511628
P285131,518,210,2.466666666666667,0.4015444015444015,0.9285714285714286
P285140,492,209,2.354066985645933,0.40853658536585363,0.8803827751196173
P285154,3404,1040,3.273076923076923,0.24970622796709754,0.7778846153846154
P285166,1780,1360,1.3088235294117647,0.7528089887640449,0.9661764705882353
P285171,1706,998,1.7094188376753507,0.5439624853458382,0.9108216432865731
P285176,606,197,3.0761421319796955,0.2145214521452145,0.6345177664974619
P285186,168,66,2.5454545454545454,0.02976190476190476,0.030303030303030304
P285201,601,268,2.2425373134328357,0.4475873544093178,0.9776119402985075
P285219,3529,924,3.819264069264069,0.18957211674695382,0.6601731601731602
P285250,2070,757,2.7344782034346102,0.30531400966183575,0.7688243064729194
P285255,849,227,3.7400881057268722,0.24852767962308597,0.7929515418502202
P285261,1570,566,2.7738515901060072,0.18789808917197454,0.4911660777385159
P285272,147,52,2.826923076923077,0.20408163265306123,0.5769230769230769
P285284,1334,711,1.8762306610407877,0.5389805097451275,0.9338959212376934
P285303,20,12,1.6666666666666667,0.6,1.0
P285312,562,165,3.4060606060606062,0.14768683274021352,0.4727272727272727
P285315,1416,829,1.7080820265379977,0.3764124293785311,0.6188178528347407
P285317,792,585,1.353846153846154,0.7222222222222222,0.9606837606837607
P285334,79,19,4.157894736842105,0.13924050632911392,0.5789473684210527
P285346,15,12,1.25,0.8,1.0
P285356,575,227,2.5330396475770924,0.4295652173913043,0.933920704845815
P285374,803,459,1.7494553376906319,0.5504358655043586,0.9411764705882353
P285391,799,370,2.1594594594594594,0.28035043804755944,0.5351351351351351
P285402,217,89,2.438202247191011,0.1889400921658986,0.449438202247191
P285420,747,255,2.929411764705882,0.30120481927710846,0.6470588235294118
P285440,1106,718,1.5403899721448469,0.6094032549728752,0.9108635097493036
P285461,29,19,1.5263157894736843,0.6551724137931034,1.0
P285469,2625,1378,1.9049346879535558,0.44533333333333336,0.8330914368650217
P285471,266,89,2.9887640449438204,0.15789473684210525,0.42696629213483145
P285485,2165,1404,1.542022792022792,0.607852193995381,0.9252136752136753
P285499,1318,260,5.069230769230769,0.20030349013657056,0.7846153846153846
P285502,269,141,1.9078014184397163,0.4646840148698885,0.851063829787234
P285521,637,306,2.081699346405229,0.4772370486656201,0.9150326797385621
P285530,507,161,3.1490683229813663,0.3136094674556213,0.8881987577639752
P285543,2714,1178,2.3039049235993208,0.3574060427413412,0.7945670628183361
P285562,52,39,1.3333333333333333,0.75,1.0
P285571,52,13,4.0,0.15384615384615385,0.5384615384615384
P285574,1370,600,2.283333333333333,0.2948905109489051,0.65
P285582,1814,876,2.0707762557077625,0.47133406835722164,0.9121004566210046
P285595,4419,2169,2.037344398340249,0.479520253451007,0.9442139234670355
P285601,394,184,2.141304347826087,0.4289340101522843,0.8532608695652174
P285607,304,99,3.0707070707070705,0.27960526315789475,0.7272727272727273
P285620,449,332,1.3524096385542168,0.7193763919821826,0.9156626506024096
P285639,345,96,3.59375,0.07246376811594203,0.2604166666666667
P285649,359,178,2.0168539325842696,0.479108635097493,0.9044943820224719
P285659,2265,678,3.34070796460177,0.17350993377483442,0.4690265486725664
P285667,1448,949,1.5258166491043204,0.6388121546961326,0.9441517386722866
P285672,2080,526,3.9543726235741445,0.20865384615384616,0.6482889733840305
P285697,1537,991,1.5509586276488396,0.6415094339622641,0.9909182643794148
P285707,649,246,2.638211382113821,0.26810477657935283,0.5934959349593496
P285708,20,2,10.0,0.2,1.0
P285736,2521,944,2.670550847457627,0.33756445854819517,0.8834745762711864
P285753,1956,1221,1.601965601965602,0.5869120654396728,0.9107289107289107
P285759,4763,1693,2.813349084465446,0.32122611799286166,0.8895451860602481
P285761,39,13,3.0,0.1282051282051282,0.3076923076923077
P285769,747,306,2.4411764705882355,0.392235609103079,0.8464052287581699
P285788,210,79,2.6582278481012658,0.19523809523809524,0.4936708860759494
P285810,1771,834,2.1235011990407675,0.4031620553359684,0.7973621103117506
P285822,81,47,1.7234042553191489,0.024691358024691357,0.02127659574468085
P285837,1710,528,3.2386363636363638,0.2578947368421053,0.7329545454545454
P285849,18,11,1.6363636363636365,0.5,0.7272727272727273
P285854,464,324,1.4320987654320987,0.6767241379310345,0.9629629629629629
P285871,994,207,4.8019323671497585,0.10362173038229376,0.43478260869565216
P285883,601,287,2.0940766550522647,0.6156405990016639,0.9581881533101045
P285905,547,272,2.011029411764706,0.5045703839122486,0.9632352941176471
P285908,111,39,2.8461538461538463,0.2072072072072072,0.5641025641025641
P285913,399,213,1.8732394366197183,0.5363408521303258,0.9154929577464789
P285918,390,262,1.4885496183206106,0.6871794871794872,0.9885496183206107
P285924,5537,1971,2.8092338914256723,0.31497200650171575,0.8518518518518519
P285926,944,256,3.6875,0.2033898305084746,0.703125
P285942,1789,1112,1.6088129496402879,0.5500279485746227,0.8660071942446043
P285959,345,265,1.3018867924528301,0.7478260869565218,0.9622641509433962
P285978,342,97,3.5257731958762886,0.21637426900584794,0.6185567010309279
P285979,124,58,2.1379310344827585,0.3467741935483871,0.6206896551724138
P285990,424,229,1.851528384279476,0.5306603773584906,0.925764192139738
P285996,245,137,1.7883211678832116,0.49387755102040815,0.8102189781021898
P285998,286,138,2.072463768115942,0.24125874125874125,0.463768115942029
P286008,111,36,3.0833333333333335,0.21621621621621623,0.4722222222222222
P286013,66,30,2.2,0.4393939393939394,0.7333333333333333
P286017,1781,981,1.8154943934760448,0.5216170690623245,0.910295616717635
P286029,1281,445,2.878651685393258,0.3083528493364559,0.7932584269662921
P286041,835,271,3.081180811808118,0.2970059880239521,0.8450184501845018
P286060,144,71,2.028169014084507,0.3958333333333333,0.7323943661971831
P286079,4356,1530,2.847058823529412,0.330119375573921,0.8647058823529412
P286087,3035,1434,2.116457461645746,0.328830313014827,0.6778242677824268
P286124,52,26,2.0,0.4807692307692308,0.9615384615384616
P286127,13,7,1.8571428571428572,0.23076923076923078,0.42857142857142855
P286137,1245,448,2.779017857142857,0.27389558232931727,0.7433035714285714
P286148,1148,502,2.2868525896414345,0.4355400696864111,0.9621513944223108
P286159,14,12,1.1666666666666667,1.0,1.0
P286176,623,190,3.278947368421053,0.3097913322632424,0.7631578947368421
P286183,5564,1387,4.0115356885364095,0.14845434938892882,0.4585436193222783
P286188,257,203,1.2660098522167487,0.77431906614786,0.9753694581280788
P286201,3848,1909,2.0157150340492405,0.37733887733887733,0.7265584075432163
P286206,1352,469,2.88272921108742,0.21523668639053253,0.5756929637526652
P286217,1729,672,2.5729166666666665,0.34644303065355697,0.7857142857142857
P286229,606,247,2.4534412955465585,0.36303630363036304,0.8097165991902834
P286239,622,208,2.9903846153846154,0.2491961414790997,0.6201923076923077
P286249,4639,1983,2.3393847705496724,0.374003017891787,0.8310640443772063
P286257,14,5,2.8,0.14285714285714285,0.2
P286259,269,97,2.7731958762886597,0.3271375464684015,0.6804123711340206
P286280,289,180,1.6055555555555556,0.5709342560553633,0.8833333333333333
P286282,2505,1112,2.2526978417266186,0.4754491017964072,0.9595323741007195
P286302,6,2,3.0,0.5,1.0
P286316,293,179,1.6368715083798884,0.6143344709897611,0.9832402234636871
P286341,972,331,2.9365558912386707,0.26954732510288065,0.6616314199395771
P286353,504,277,1.8194945848375452,0.7321428571428571,0.9783393501805054
P286366,3320,1956,1.6973415132924334,0.5590361445783133,0.9289366053169734
P286381,189,73,2.589041095890411,0.32275132275132273,0.8082191780821918
P286411,1032,575,1.7947826086956522,0.5174418604651163,0.8991304347826087
P286420,2308,750,3.0773333333333333,0.23093587521663778,0.68
P286421,12,12,1.0,1.0,1.0
P286427,3602,1703,2.1150910158543748,0.4444752915047196,0.9036993540810335
P286440,374,110,3.4,0.2967914438502674,0.6545454545454545
P286455,21,14,1.5,0.7142857142857143,0.8571428571428571
P286469,1878,668,2.811377245508982,0.2987220447284345,0.7724550898203593
P286477,2023,1195,1.6928870292887028,0.5071675729115176,0.8393305439330544
P286485,110,29,3.793103448275862,0.05454545454545454,0.1724137931034483
P286499,825,257,3.21011673151751,0.18181818181818182,0.48638132295719844
P286506,231,162,1.4259259259259258,0.6623376623376623,0.8950617283950617
P286525,3766,1811,2.0795140806184427,0.36617100371747213,0.7056874654886803
P286536,4320,1656,2.608695652173913,0.30324074074074076,0.7403381642512077
P286553,4299,1795,2.3949860724233982,0.3940451267736683,0.9242339832869081
P286569,3423,1608,2.128731343283582,0.3818288051416886,0.7829601990049752
P286571,34,23,1.4782608695652173,0.47058823529411764,0.6521739130434783
P286572,165,72,2.2916666666666665,0.30303030303030304,0.6666666666666666
P286578,1559,1071,1.4556489262371615,0.6529826812059012,0.8935574229691877
P286591,543,218,2.4908256880733943,0.285451197053407,0.6238532110091743
P286604,354,157,2.254777070063694,0.3700564971751412,0.8152866242038217
P286613,1653,680,2.4308823529411763,0.3660012099213551,0.8573529411764705
P286621,735,550,1.3363636363636364,0.5482993197278911,0.7036363636363636
P286623,484,209,2.3157894736842106,0.42768595041322316,0.9569377990430622
P286642,255,205,1.2439024390243902,0.796078431372549,0.975609756097561
P286646,23,5,4.6,0.6521739130434783,0.8
P286658,277,121,2.2892561983471076,0.37184115523465705,0.71900826446281
P286669,1509,592,2.5489864864864864,0.3585155732273029,0.8614864864864865
P286677,346,251,1.3784860557768925,0.7427745664739884,0.9282868525896414
P286693,59,25,2.36,0.3050847457627119,0.52
P286742,77,20,3.85,0.19480519480519481,0.65
P286747,695,345,2.0144927536231885,0.5079136690647482,0.8927536231884058
P286762,3772,1706,2.2110199296600235,0.33775185577942735,0.6893317702227433
P286765,1538,1197,1.2848788638262323,0.7795838751625488,0.9674185463659147
P286770,1305,326,4.0030674846625764,0.20919540229885059,0.7055214723926381
P286773,469,197,2.3807106598984773,0.39872068230277186,0.8934010152284264
P286790,1595,961,1.6597294484911551,0.509717868338558,0.8022892819979188
P286805,489,262,1.866412213740458,0.5460122699386503,0.9885496183206107
P286824,112,44,2.5454545454545454,0.5178571428571429,0.7954545454545454
P286834,26,12,2.1666666666666665,0.5,1.0
P286853,91,39,2.3333333333333335,0.43956043956043955,0.8717948717948718
P286856,1284,1056,1.2159090909090908,0.8278816199376947,0.9886363636363636
P286872,1846,1128,1.6365248226950355,0.5893824485373781,0.9219858156028369
P286902,1534,562,2.7295373665480427,0.31747066492829207,0.8309608540925267
P286910,8,2,4.0,0.375,0.5
P286918,1176,665,1.768421052631579,0.48214285714285715,0.8315789473684211
P286921,89,11,8.090909090909092,0.011235955056179775,0.09090909090909091
P286938,866,440,1.9681818181818183,0.44226327944572746,0.8431818181818181
P286944,1314,869,1.5120828538550057,0.6377473363774734,0.9378596087456847
P286954,508,211,2.4075829383886256,0.42322834645669294,0.9383886255924171
P286958,329,221,1.48868778280543,0.6717325227963525,0.9728506787330317
P286969,722,253,2.8537549407114624,0.23268698060941828,0.5612648221343873
P286979,252,166,1.5180722891566265,0.626984126984127,0.9216867469879518
P286987,239,111,2.1531531531531534,0.4351464435146444,0.8738738738738738
P286990,1023,288,3.5520833333333335,0.23362658846529813,0.7430555555555556
P286994,676,300,2.2533333333333334,0.39497041420118345,0.7833333333333333
P287012,124,68,1.8235294117647058,0.49193548387096775,0.7647058823529411
P287015,2746,1560,1.7602564102564102,0.5360524399126001,0.9230769230769231
P287029,445,115,3.869565217391304,0.13258426966292136,0.40869565217391307
P287030,412,170,2.4235294117647057,0.3616504854368932,0.8411764705882353
P287048,431,140,3.0785714285714287,0.16705336426914152,0.4142857142857143
P287057,379,129,2.937984496124031,0.38786279683377306,0.8217054263565892
P287088,342,240,1.425,0.6871345029239766,0.9625
P287093,53,12,4.416666666666667,0.22641509433962265,1.0
P287103,258,86,3.0,0.3178294573643411,0.686046511627907
P287119,1210,669,1.8086696562032885,0.5082644628099173,0.8938714499252616
P287138,502,278,1.8057553956834533,0.5358565737051793,0.9280575539568345
P287152,2207,685,3.221897810218978,0.11916628908019937,0.38394160583941606
P287161,536,264,2.0303030303030303,0.44776119402985076,0.8939393939393939
P287180,263,177,1.4858757062146892,0.6844106463878327,0.9322033898305084
P287199,785,352,2.2301136363636362,0.3643312101910828,0.7414772727272727
P287214,410,349,1.174785100286533,0.8682926829268293,0.9856733524355301
P287219,729,249,2.927710843373494,0.35665294924554186,0.8514056224899599
P287224,669,322,2.077639751552795,0.14200298953662183,0.2639751552795031
P287230,311,261,1.1915708812260537,0.842443729903537,0.9731800766283525
P287245,482,294,1.6394557823129252,0.2863070539419087,0.46938775510204084
P287256,12,12,1.0,1.0,1.0
P287270,1969,691,2.849493487698987,0.29659725749111227,0.7655571635311144
P287289,5214,1667,3.127774445110978,0.23225930187955504,0.6814637072585483
P287293,1969,931,2.1149301825993554,0.510411376333164,0.9774436090225563
P287331,2462,1657,1.4858177429088715,0.6714053614947197,0.9517199758599879
P287336,2725,2065,1.3196125907990315,0.7563302752293578,0.9612590799031477
P287341,49,13,3.769230769230769,0.3469387755102041,0.8461538461538461
P287354,107,35,3.057142857142857,0.21495327102803738,0.6285714285714286
P287372,1308,418,3.1291866028708135,0.2591743119266055,0.7464114832535885
P287382,361,139,2.597122302158273,0.20498614958448755,0.5035971223021583
P287392,438,187,2.342245989304813,0.4155251141552511,0.6417112299465241
P287394,541,271,1.996309963099631,0.5046210720887245,0.981549815498155
P287412,766,314,2.4394904458598727,0.34203655352480417,0.7292993630573248
P287416,6,3,2.0,0.8333333333333334,1.0
P287419,1208,674,1.7922848664688427,0.44370860927152317,0.7240356083086054
P287456,14,12,1.1666666666666667,0.8571428571428571,1.0
P287477,1297,516,2.5135658914728682,0.4016962220508867,0.9437984496124031
P287488,1628,724,2.248618784530387,0.2714987714987715,0.5455801104972375
P287504,2291,947,2.4192185850052796,0.2745525971191619,0.6272439281942978
P287511,503,213,2.3615023474178405,0.22664015904572565,0.5164319248826291
P287529,17,13,1.3076923076923077,0.7647058823529411,1.0
P287538,15,7,2.142857142857143,0.2,0.2857142857142857
P287550,144,59,2.440677966101695,0.04861111111111111,0.11864406779661017
P287567,1155,349,3.30945558739255,0.16277056277056276,0.49283667621776506
P287580,11,5,2.2,0.45454545454545453,1.0
P287584,690,425,1.6235294117647059,0.427536231884058,0.6847058823529412
P287592,409,134,3.0522388059701493,0.28117359413202936,0.6865671641791045
P287608,15,4,3.75,0.4,1.0
P287611,259,203,1.2758620689655173,0.7297297297297297,0.916256157635468
P287625,12,12,1.0,1.0,1.0
P287628,10,5,2.0,0.5,1.0
P287647,37,13,2.8461538461538463,0.35135135135135137,0.9230769230769231
P287672,920,455,2.021978021978022,0.4206521739130435,0.8175824175824176
P287682,343,265,1.2943396226415094,0.7871720116618076,0.9924528301886792
P287699,2465,1777,1.3871693866066404,0.7066937119675456,0.9712999437253799
P287714,41,31,1.3225806451612903,0.7804878048780488,0.8709677419354839
P287732,3277,1661,1.9729078868151715,0.4739090631675313,0.9151113786875377
P287778,869,428,2.0303738317757007,0.47871116225546606,0.8878504672897196
P287794,3016,1046,2.8833652007648185,0.3192970822281167,0.9101338432122371
P287797,444,256,1.734375,0.5292792792792793,0.859375
P287813,520,355,1.4647887323943662,0.2,0.29295774647887324
P287817,225,145,1.5517241379310345,0.6444444444444445,0.9448275862068966
P287821,197,115,1.7130434782608697,0.47715736040609136,0.7913043478260869
P287840,972,365,2.663013698630137,0.2088477366255144,0.5232876712328767
P287844,44,29,1.5172413793103448,0.5909090909090909,0.896551724137931
P287845,1675,783,2.1392081736909323,0.33552238805970147,0.6704980842911877
P287874,3226,1741,1.8529580700746697,0.5204587724736516,0.9529006318207927
P287887,658,143,4.601398601398602,0.08206686930091185,0.3706293706293706
P287891,1596,730,2.186301369863014,0.34398496240601506,0.7191780821917808
P287903,212,79,2.6835443037974684,0.37735849056603776,0.8227848101265823
P287920,36,26,1.3846153846153846,0.8055555555555556,0.9230769230769231
P287931,16,8,2.0,0.1875,0.375
P287939,38,16,2.375,0.07894736842105263,0.1875
P287951,379,85,4.458823529411765,0.21899736147757257,0.6823529411764706
P287967,25,14,1.7857142857142858,0.56,0.9285714285714286
P287978,451,225,2.0044444444444443,0.31929046563192903,0.5866666666666667
P287980,26,3,8.666666666666666,0.6538461538461539,1.0
P287996,249,157,1.585987261146497,0.5863453815261044,0.8662420382165605
P287997,3677,1472,2.4979619565217392,0.28501495784607017,0.6759510869565217
P288021,4548,1214,3.746293245469522,0.24560246262093227,0.5172981878088962
P288031,140,79,1.7721518987341771,0.5214285714285715,0.8987341772151899
P288044,1096,439,2.496583143507973,0.3476277372262774,0.7676537585421412
P288049,2757,910,3.0296703296703296,0.3786724700761698,0.8054945054945055
P288085,1854,680,2.726470588235294,0.2696871628910464,0.6647058823529411
P288099,2152,403,5.3399503722084365,0.12314126394052044,0.3970223325062035
